Monitoring_horizon_batches,Method,N,False_alarm_probability_pct,CI_low_pct,CI_high_pct
15,Rule 1 only,20000,3.725,3.471307375801638,3.996465561190844
15,Rules 1-3,20000,7.57,7.211496922061879,7.944799257659159
15,Rules 1-8,20000,14.095,13.619639161083347,14.584150948105524
30,Rule 1 only,20000,7.805,7.441281307222032,8.184924615552637
30,Rules 1-3,20000,17.19,16.67342043595693,17.71918097004465
30,Rules 1-8,20000,31.155,30.516820898842933,31.800416940111653
60,Rule 1 only,20000,15.085,14.59568865407313,15.587721223724655
60,Rules 1-3,20000,32.655,32.00846366766585,33.30819806312042
60,Rules 1-8,20000,54.905,54.21451413616707,55.59360199012255
